hash,class_changed,method_changed,statement_changed,total_revision
"Diff(project=jmrozanec/cron-utils, old_sha=20170ac6838e00b2201e2c829890c0222ad7e47c, new_sha=0664a634a50b168fac9d69eacf371a545641deeb, old_path=src/main/java/com/cronutils/model/time/TimeNode.java, new_path=src/main/java/com/cronutils/model/time/TimeNode.java, old_lines=[76], new_lines=[77], category=ONE_TO_ONE)",0,0,0,94
"Diff(project=jmrozanec/cron-utils, old_sha=20170ac6838e00b2201e2c829890c0222ad7e47c, new_sha=0664a634a50b168fac9d69eacf371a545641deeb, old_path=src/main/java/com/cronutils/model/time/TimeNode.java, new_path=src/main/java/com/cronutils/model/time/TimeNode.java, old_lines=[100], new_lines=[101], category=ONE_TO_ONE)",0,0,0,94
"Diff(project=jmrozanec/cron-utils, old_sha=20170ac6838e00b2201e2c829890c0222ad7e47c, new_sha=0664a634a50b168fac9d69eacf371a545641deeb, old_path=src/main/java/com/cronutils/model/time/TimeNode.java, new_path=src/main/java/com/cronutils/model/time/TimeNode.java, old_lines=[110], new_lines=[111], category=ONE_TO_ONE)",0,0,0,94
"Diff(project=jmrozanec/cron-utils, old_sha=20170ac6838e00b2201e2c829890c0222ad7e47c, new_sha=0664a634a50b168fac9d69eacf371a545641deeb, old_path=src/main/java/com/cronutils/model/time/TimeNode.java, new_path=src/main/java/com/cronutils/model/time/TimeNode.java, old_lines=[115], new_lines=[116], category=ONE_TO_ONE)",0,0,0,94
"Diff(project=albfernandez/javadbf, old_sha=66f7f4d13c3b61d950d55ae2a472fda919a98856, new_sha=1358a7c5175bc42a7b4870254acbc781af7b4d97, old_path=src/main/java/com/linuxense/javadbf/DBFUtils.java, new_path=src/main/java/com/linuxense/javadbf/DBFUtils.java, old_lines=[420], new_lines=[418], category=ONE_TO_ONE)",7,2,2,27
"Diff(project=albfernandez/javadbf, old_sha=777217863a0c345f25e6002273afdc1569a93977, new_sha=fb73d6d72dc8e7183d548ac96a7d2571662aa3cf, old_path=src/main/java/com/linuxense/javadbf/DBFField.java, new_path=src/main/java/com/linuxense/javadbf/DBFField.java, old_lines=[210], new_lines=[210], category=ONE_TO_ONE)",12,5,2,122
"Diff(project=ixa-ehu/ixa-pipe-ml, old_sha=7d5f419b88a2e87967dcc3826e4800fe47139208, new_sha=71485c6043a3bab25a44550f4378a01134d784e8, old_path=src/main/java/eus/ixa/ixa/pipe/ml/features/SuffixFeatureGenerator.java, new_path=src/main/java/eus/ixa/ixa/pipe/ml/features/SuffixFeatureGenerator.java, old_lines=[32], new_lines=[36], category=ONE_TO_ONE)",1,1,1,156
"Diff(project=mangstadt/biweekly, old_sha=45b5afb84cc3506660a8696cd42afb02ad0e965a, new_sha=43532b417f12cfb94e020c5e6fccbf814fd45f87, old_path=src/main/java/biweekly/util/com/google/ical/values/DateValueImpl.java, new_path=src/main/java/biweekly/util/com/google/ical/values/DateValueImpl.java, old_lines=[65], new_lines=[71], category=ONE_TO_ONE)",3,1,1,118
"Diff(project=mangstadt/biweekly, old_sha=72a6f0d43c6a33d9900d3633b4569154fb6d520c, new_sha=ab9fee70be2dfd641d7b432bdb61a0f480627bff, old_path=src/main/java/biweekly/property/marshaller/FreeBusyMarshaller.java, new_path=src/main/java/biweekly/property/marshaller/FreeBusyMarshaller.java, old_lines=[79], new_lines=[81], category=ONE_TO_ONE)",0,0,0,30
"Diff(project=mangstadt/biweekly, old_sha=9ab92328af14b2a5ea630ff29dae5a59d2c27646, new_sha=d15bc699a7275318ba367fc3682d2e336806af04, old_path=src/main/java/biweekly/util/com/google/ical/compat/javautil/DateIteratorFactory.java, new_path=src/main/java/biweekly/util/com/google/ical/compat/javautil/DateIteratorFactory.java, old_lines=[154], new_lines=[154], category=ONE_TO_ONE)",4,4,3,123
"Diff(project=vlingo/xoom-actors, old_sha=ba56502cd7eb83593b0e73de3dcd0ea19f5ae6d6, new_sha=af31aa16aba3dfada95407615ef8d45ac0b91f74, old_path=src/main/java/io/vlingo/actors/ProxyGenerator.java, new_path=src/main/java/io/vlingo/actors/ProxyGenerator.java, old_lines=[175], new_lines=[175], category=ONE_TO_ONE)",27,7,7,482
"Diff(project=vlingo/xoom-actors, old_sha=ed27cc65e02636c2a5ea70d7ad0264d234fdd616, new_sha=f16ff61e8126baf472ed38a92165ce0231b2720a, old_path=src/main/java/io/vlingo/actors/proxy/ProxyGenerator.java, new_path=src/main/java/io/vlingo/actors/proxy/ProxyGenerator.java, old_lines=[168], new_lines=[166], category=ONE_TO_ONE)",4,2,2,533
"Diff(project=lightoze/gwt-i18n-server, old_sha=7f6796d5da0abf4f68d2246b600760cb46338a79, new_sha=0d6e7904a0aadd35cf51822eab6f6d7f394cec88, old_path=src/main/java/com/teklabs/gwt/i18n/server/ConstantsProxy.java, new_path=src/main/java/com/teklabs/gwt/i18n/server/ConstantsProxy.java, old_lines=[35], new_lines=[35], category=ONE_TO_ONE)",0,0,0,2
"Diff(project=mjdbc/mjdbc, old_sha=96f9b4408f79fcada01da217a3ad8e3bceee89ef, new_sha=925efe3c322c63970a9ce941e65b10ecd813c666, old_path=src/main/java/mini/jdbc/DbStatement.java, new_path=src/main/java/mini/jdbc/DbStatement.java, old_lines=[210], new_lines=[215], category=ONE_TO_ONE)",5,2,1,71
"Diff(project=agapsys/console-utils, old_sha=5f786afa1141f5ddb4e01083a2f36fa55cf4262f, new_sha=69cc123572b662b3274b612bdec8c31b41ed8dd4, old_path=src/main/java/com/agapsys/utils/console/printer/tables/Cell.java, new_path=src/main/java/com/agapsys/utils/console/printer/tables/Cell.java, old_lines=[39], new_lines=[41], category=ONE_TO_ONE)",3,1,1,12
"Diff(project=osglworks/java-tool, old_sha=37bf1ad39006d6dd3ca8009728a6ff01f6a0f833, new_sha=c313160d23d0f16bc702e8610168a0aa53cfbb82, old_path=src/main/java/org/osgl/util/DataMapper.java, new_path=src/main/java/org/osgl/util/DataMapper.java, old_lines=[928], new_lines=[940], category=ONE_TO_ONE)",11,2,2,88
"Diff(project=luhuiguo/chinese-utils, old_sha=1eba50292d82f9a6ca2c9dce7df4f3b91895e26c, new_sha=a11963b1170e0d483f771e7dae5b00cd379e3ea3, old_path=src/main/java/com/luhuiguo/chinese/Converter.java, new_path=src/main/java/com/luhuiguo/chinese/Converter.java, old_lines=[93], new_lines=[97], category=ONE_TO_ONE)",2,0,0,5
"Diff(project=luhuiguo/chinese-utils, old_sha=1eba50292d82f9a6ca2c9dce7df4f3b91895e26c, new_sha=a11963b1170e0d483f771e7dae5b00cd379e3ea3, old_path=src/main/java/com/luhuiguo/chinese/pinyin/Pinyin.java, new_path=src/main/java/com/luhuiguo/chinese/pinyin/Pinyin.java, old_lines=[85], new_lines=[99], category=ONE_TO_ONE)",1,1,1,2
"Diff(project=future-architect/uroborosql, old_sha=3394c551f35b63ced347ddd40fc3ad88a0e9ff63, new_sha=f85a75d066d193e9c42caa8b707b19e35bf2319b, old_path=src/main/java/jp/co/future/uroborosql/AbstractAgent.java, new_path=src/main/java/jp/co/future/uroborosql/AbstractAgent.java, old_lines=[168], new_lines=[133], category=ONE_TO_ONE)",36,5,6,142
"Diff(project=mwanji/toml4j, old_sha=8388e394ed790373ae78fb34b122e3bedef93762, new_sha=96220b7a88daacfbe0b8a0316d4c9eaf3fa5a735, old_path=src/main/java/com/moandjiezana/toml/StringConverter.java, new_path=src/main/java/com/moandjiezana/toml/StringConverter.java, old_lines=[37], new_lines=[36], category=ONE_TO_ONE)",6,1,1,74
"Diff(project=mwanji/toml4j, old_sha=be85328555c9d6cbf0147e8716d8093a5643aefe, new_sha=ca7fcc766b303fdb4a31ff59eb082dc30b61bc74, old_path=src/main/java/com/moandjiezana/toml/Identifier.java, new_path=src/main/java/com/moandjiezana/toml/Identifier.java, old_lines=[105], new_lines=[104], category=ONE_TO_ONE)",6,3,3,71
"Diff(project=mwanji/toml4j, old_sha=d32ead52d48bbc83f942ae385bbb1fcfc034cdb2, new_sha=c0e78db681e7a02e488381f84254a86915d528ef, old_path=src/main/java/com/moandjiezana/toml/DateConverter.java, new_path=src/main/java/com/moandjiezana/toml/DateConverter.java, old_lines=[37], new_lines=[71], category=ONE_TO_ONE)",8,1,1,99
"Diff(project=sigopt/sigopt-java, old_sha=fd8b3fd6deea59ba41fc15e8c39a5bb692c150dd, new_sha=8c0915aa12e84e614f920bd53ef73ee008e9faaf, old_path=src/main/java/com/sigopt/net/PathBuilder.java, new_path=src/main/java/com/sigopt/net/PathBuilder.java, old_lines=[23], new_lines=[22], category=ONE_TO_ONE)",2,1,0,64
"Diff(project=Bandwidth/java-bandwidth, old_sha=d5d21ce0faa500baa3c5ad89b7fe81ec438f7428, new_sha=2f8477f5a244554cae5db9ba3bbe44ef53124a9b, old_path=src/main/java/com/bandwidth/sdk/BandwidthRestClient.java, new_path=src/main/java/com/bandwidth/sdk/BandwidthRestClient.java, old_lines=[26], new_lines=[30], category=ONE_TO_ONE)",15,4,4,27
"Diff(project=Bandwidth/java-bandwidth, old_sha=2f8477f5a244554cae5db9ba3bbe44ef53124a9b, new_sha=6c9ae9d15390c1085d56ccfeb65838b05a7f4603, old_path=src/main/java/com/bandwidth/sdk/BandwidthRestClient.java, new_path=src/main/java/com/bandwidth/sdk/BandwidthRestClient.java, old_lines=[30], new_lines=[31], category=ONE_TO_ONE)",15,4,4,27
"Diff(project=99soft/rocoto, old_sha=952ff2789d69513450ee9e904a1451046fe4c24b, new_sha=239a6c4d1ce814aca763fe5f3f903b6377f1bd3d, old_path=src/main/java/org/nnsoft/guice/rocoto/configuration/resolver/PropertiesResolverProvider.java, new_path=src/main/java/org/nnsoft/guice/rocoto/configuration/resolver/PropertiesResolverProvider.java, old_lines=[100], new_lines=[100], category=ONE_TO_ONE)",2,1,1,7
"Diff(project=joniles/mpxj, old_sha=69e3ed34f47fe45d054d59fe0a1d7b5443ad0b44, new_sha=7bbea33d3aab1fba75dd55112486bbf03aca5b27, old_path=src/main/java/net/sf/mpxj/primavera/ResultSetRow.java, new_path=src/main/java/net/sf/mpxj/primavera/ResultSetRow.java, old_lines=[166], new_lines=[166], category=ONE_TO_ONE)",0,0,0,1166
"Diff(project=joniles/mpxj, old_sha=1a45d06eeb58967e7615679405e94341ab8193aa, new_sha=b7e9556e63e30a22ab04e79b3d944050483371b5, old_path=src/main/java/net/sf/mpxj/json/JsonWriter.java, new_path=src/main/java/net/sf/mpxj/json/JsonWriter.java, old_lines=[439], new_lines=[439], category=ONE_TO_ONE)",0,5,5,514
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/accounts/v1/credential/AwsDeleter.java, new_path=src/main/java/com/twilio/rest/accounts/v1/credential/AwsDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/accounts/v1/credential/AwsFetcher.java, new_path=src/main/java/com/twilio/rest/accounts/v1/credential/AwsFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/accounts/v1/credential/AwsUpdater.java, new_path=src/main/java/com/twilio/rest/accounts/v1/credential/AwsUpdater.java, old_lines=[47], new_lines=[47], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/accounts/v1/credential/PublicKeyDeleter.java, new_path=src/main/java/com/twilio/rest/accounts/v1/credential/PublicKeyDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/accounts/v1/credential/PublicKeyFetcher.java, new_path=src/main/java/com/twilio/rest/accounts/v1/credential/PublicKeyFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/accounts/v1/credential/PublicKeyUpdater.java, new_path=src/main/java/com/twilio/rest/accounts/v1/credential/PublicKeyUpdater.java, old_lines=[47], new_lines=[47], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/api/v2010/AccountFetcher.java, new_path=src/main/java/com/twilio/rest/api/v2010/AccountFetcher.java, old_lines=[45], new_lines=[45], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/api/v2010/AccountUpdater.java, new_path=src/main/java/com/twilio/rest/api/v2010/AccountUpdater.java, old_lines=[55], new_lines=[55], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/autopilot/v1/AssistantDeleter.java, new_path=src/main/java/com/twilio/rest/autopilot/v1/AssistantDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",2,2,2,82
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/autopilot/v1/AssistantFetcher.java, new_path=src/main/java/com/twilio/rest/autopilot/v1/AssistantFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",2,2,2,82
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/autopilot/v1/AssistantUpdater.java, new_path=src/main/java/com/twilio/rest/autopilot/v1/AssistantUpdater.java, old_lines=[90], new_lines=[90], category=ONE_TO_ONE)",4,3,3,82
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/ExportConfigurationFetcher.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/ExportConfigurationFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/ExportConfigurationUpdater.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/ExportConfigurationUpdater.java, old_lines=[63], new_lines=[63], category=ONE_TO_ONE)",6,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/ExportFetcher.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/ExportFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/export/DayReader.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/export/DayReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/export/ExportCustomJobCreator.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/export/ExportCustomJobCreator.java, old_lines=[75], new_lines=[75], category=ONE_TO_ONE)",5,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/export/ExportCustomJobReader.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/export/ExportCustomJobReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/export/JobDeleter.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/export/JobDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/bulkexports/v1/export/JobFetcher.java, new_path=src/main/java/com/twilio/rest/bulkexports/v1/export/JobFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/CredentialDeleter.java, new_path=src/main/java/com/twilio/rest/chat/v1/CredentialDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/CredentialFetcher.java, new_path=src/main/java/com/twilio/rest/chat/v1/CredentialFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/CredentialUpdater.java, new_path=src/main/java/com/twilio/rest/chat/v1/CredentialUpdater.java, old_lines=[72], new_lines=[72], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/ServiceDeleter.java, new_path=src/main/java/com/twilio/rest/chat/v1/ServiceDeleter.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/ServiceFetcher.java, new_path=src/main/java/com/twilio/rest/chat/v1/ServiceFetcher.java, old_lines=[42], new_lines=[42], category=ONE_TO_ONE)",5,5,4,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/ServiceUpdater.java, new_path=src/main/java/com/twilio/rest/chat/v1/ServiceUpdater.java, old_lines=[390], new_lines=[390], category=ONE_TO_ONE)",7,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/service/ChannelCreator.java, new_path=src/main/java/com/twilio/rest/chat/v1/service/ChannelCreator.java, old_lines=[62], new_lines=[62], category=ONE_TO_ONE)",5,5,5,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/service/ChannelReader.java, new_path=src/main/java/com/twilio/rest/chat/v1/service/ChannelReader.java, old_lines=[61], new_lines=[61], category=ONE_TO_ONE)",8,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/service/RoleCreator.java, new_path=src/main/java/com/twilio/rest/chat/v1/service/RoleCreator.java, old_lines=[66], new_lines=[66], category=ONE_TO_ONE)",6,2,2,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/service/RoleReader.java, new_path=src/main/java/com/twilio/rest/chat/v1/service/RoleReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/service/UserCreator.java, new_path=src/main/java/com/twilio/rest/chat/v1/service/UserCreator.java, old_lines=[63], new_lines=[63], category=ONE_TO_ONE)",5,1,1,175
"Diff(project=twilio/twilio-java, old_sha=6bde6b44afc05124ce958ff244a25174fc3c293b, new_sha=a91fc14b6885362e8241aeb212d3725535580552, old_path=src/main/java/com/twilio/rest/chat/v1/service/UserReader.java, new_path=src/main/java/com/twilio/rest/chat/v1/service/UserReader.java, old_lines=[51], new_lines=[51], category=ONE_TO_ONE)",7,1,1,175
